filename,search_strategy,heuristic_strategy,combination,run,cost,time,nodes_explored,optimal,heuristic_time,heuristic_calls,heuristic_improvements,bb_time,heuristic_efficiency
scp43.txt,hybrid_df_bf,advanced,hybrid_df_bf_advanced,2,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,hybrid_df_bf,advanced,hybrid_df_bf_advanced,3,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,most_fractional,none,most_fractional_none,1,516.0,0.03299975395202637,1,True,0.0,0,0,0.03299975395202637,0.0
scp43.txt,most_fractional,none,most_fractional_none,2,516.0,0.03299999237060547,1,True,0.0,0,0,0.03299999237060547,0.0
scp43.txt,most_fractional,none,most_fractional_none,3,516.0,0.03399991989135742,1,True,0.0,0,0,0.03399991989135742,0.0
scp43.txt,most_fractional,basic,most_fractional_basic,1,516.0,0.29599452018737793,1,True,0.26099729537963867,3,0,0.03499722480773926,0.0
scp43.txt,most_fractional,basic,most_fractional_basic,2,516.0,0.29600000381469727,1,True,0.2619960308074951,3,0,0.03400397300720215,0.0
scp43.txt,most_fractional,basic,most_fractional_basic,3,516.0,0.3190000057220459,1,True,0.25499892234802246,3,0,0.06400108337402344,0.0
scp43.txt,most_fractional,intermediate,most_fractional_intermediate,1,516.0,44.13199257850647,1,True,44.099992513656616,4,1,0.032000064849853516,0.25
scp43.txt,most_fractional,intermediate,most_fractional_intermediate,2,516.0,43.79200077056885,1,True,43.75700545310974,4,1,0.034995317459106445,0.25
scp43.txt,most_fractional,intermediate,most_fractional_intermediate,3,516.0,44.42600655555725,1,True,44.39200568199158,4,1,0.03400087356567383,0.25
scp43.txt,most_fractional,advanced,most_fractional_advanced,1,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,most_fractional,advanced,most_fractional_advanced,2,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,most_fractional,advanced,most_fractional_advanced,3,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp44.txt,depth_first,none,depth_first_none,1,494.0,0.3859992027282715,11,True,0.0,0,0,0.3859992027282715,0.0
scp44.txt,depth_first,none,depth_first_none,2,494.0,0.379000186920166,11,True,0.0,0,0,0.379000186920166,0.0
scp44.txt,depth_first,none,depth_first_none,3,494.0,0.375,11,True,0.0,0,0,0.375,0.0
scp44.txt,depth_first,basic,depth_first_basic,1,494.0,0.6440000534057617,11,True,0.2649986743927002,3,0,0.3790013790130615,0.0
scp44.txt,depth_first,basic,depth_first_basic,2,494.0,0.6380007266998291,11,True,0.2609994411468506,3,0,0.3770012855529785,0.0
scp44.txt,depth_first,basic,depth_first_basic,3,494.0,0.6760060787200928,11,True,0.26300621032714844,3,0,0.41299986839294434,0.0
scp44.txt,depth_first,intermediate,depth_first_intermediate,1,494.0,38.66799855232239,11,True,38.278998613357544,4,1,0.38899993896484375,0.25
scp44.txt,depth_first,intermediate,depth_first_intermediate,2,494.0,37.730000495910645,11,True,37.34700083732605,4,1,0.3829996585845947,0.25
scp44.txt,depth_first,intermediate,depth_first_intermediate,3,494.0,39.72000002861023,11,True,39.335999727249146,4,1,0.384000301361084,0.25
scp44.txt,depth_first,advanced,depth_first_advanced,1,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp44.txt,depth_first,advanced,depth_first_advanced,2,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp44.txt,depth_first,advanced,depth_first_advanced,3,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp44.txt,breadth_first,none,breadth_first_none,1,494.0,1.1749989986419678,33,True,0.0,0,0,1.1749989986419678,0.0
scp44.txt,breadth_first,none,breadth_first_none,2,494.0,1.1970000267028809,33,True,0.0,0,0,1.1970000267028809,0.0
scp44.txt,breadth_first,none,breadth_first_none,3,494.0,1.1689996719360352,33,True,0.0,0,0,1.1689996719360352,0.0
scp44.txt,breadth_first,basic,breadth_first_basic,1,494.0,1.428004503250122,33,True,0.2570006847381592,3,0,1.171003818511963,0.0
scp44.txt,breadth_first,basic,breadth_first_basic,2,494.0,1.416994333267212,33,True,0.2639937400817871,3,0,1.1530005931854248,0.0
scp44.txt,breadth_first,basic,breadth_first_basic,3,494.0,1.4449985027313232,33,True,0.2609989643096924,3,0,1.1839995384216309,0.0
scp44.txt,breadth_first,intermediate,breadth_first_intermediate,1,494.0,38.24900507926941,33,True,37.07800579071045,4,1,1.17099928855896,0.25
scp44.txt,breadth_first,intermediate,breadth_first_intermediate,2,494.0,40.36699986457825,33,True,39.186999797821045,4,1,1.1800000667572021,0.25
scp44.txt,breadth_first,intermediate,breadth_first_intermediate,3,494.0,38.35100030899048,33,True,37.17300009727478,4,1,1.1780002117156982,0.25
scp44.txt,breadth_first,advanced,breadth_first_advanced,1,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp44.txt,breadth_first,advanced,breadth_first_advanced,2,inf,60.0,0,False,0.0,0,0,60.0,0.0
